overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image,reviewText_length_words,summary_length_words,label
5,True,"01 18, 2017",A20C59I2HPXDSO,B0037MK954,Mac Farsider,Exactly what I wanted,Five Stars,1484697600,,"{'Size:': ' 1/8"" Shaft - Head Diameter 1/8"" x Head Length 7/8""', 'Material:': ' Original - Coarse'}",,4,2,POSITIVE
5,True,"07 21, 2017",A20M1M9OPIYXML,B01FG5UPXU,James W. Kidwell,"For a cake circle, they did the job.",Works,1500595200,,"{'Size:': ' 9"", Pack of 25'}",,8,1,POSITIVE
5,True,"03 26, 2018",AVE87DW8RN851,B007FFSIMA,Amazon Customer,Works great! Just keep the contacts clean.,Highly recommend.,1522022400,,,,7,2,POSITIVE
5,True,"09 17, 2013",A12Q79DBFRXR4T,B00BX54UK2,The Great Review,Great product and saved me from buying a new tv!  Worth every penny.  Install was easy after a little DIY research.,Works perfect.,1379376000,,,,21,2,POSITIVE
4,True,"07 10, 2016",ACY1W1NHXF4KZ,B0052WGRAI,C Harrison,As described.,Four Stars,1468108800,,,,2,2,POSITIVE
4,True,"04 11, 2018",A3PN848TKLZB0D,B00DB89FCC,Amazon Customer,Awesome work just as I needed. Used on the inside of a crome support pipe on my Harley exhaust that needed cleaning after it was cromed.,Awesome work just as I needed,1523404800,,,,26,6,POSITIVE
5,True,"11 1, 2015",A3OXYB6J3MI8FD,B0002EQU6C,Steven Berner,Great,Five Stars,1446336000,,,,1,2,POSITIVE
5,True,"01 16, 2014",A367D4JE3O2KHR,B0019KFQ72,J.. Lovitt,"It really is one simply dang screw to install. It's a Hex screw and it basically clamps on to the shaft of the baffle that goes into the motor.

I hate that I had to replace this part so quickly, but as far as a replacement part this is as easy to replace as anything. It's a little pricey for the part, but where am I going to get a better priced one?","Perfect fit, easier install than I expected.",1389830400,,,,73,7,POSITIVE
5,True,"11 5, 2015",AX7N5OC48Z8C7,B000065ACC,Robert Alonso,Quality product,Five Stars,1446681600,,,,2,2,POSITIVE
5,True,"02 23, 2016",A36BPRFEYGSVSN,B00KTXC8YY,SPEEDRACER54,EXCELLANT PRODUCT,Five Stars,1456185600,,,,2,2,POSITIVE
5,True,"01 21, 2017",A15EL3BNJ51RDA,B01AZNL3D4,Claudia,Fit my very old mop head just like it was made for it!,Five Stars,1484956800,,,,13,2,POSITIVE
5,True,"08 6, 2017",AU6A3RBDGBJ0G,B01EA0NH6O,flutie,"Worked good! Saved a lot of money, thanks!!!",PERFECT,1501977600,,,,8,1,POSITIVE
1,True,"11 16, 2015",AH3HCGB29R52E,B000FSIV6M,Amazon Customer,This does not work at all!  Wish I could return it.,One Star,1447632000,,{'Color:': ' PINK'},,11,2,NEGATIVE
5,True,"06 25, 2018",A9LX4P2BDXI8P,B00IT5DXJS,JBT,Connects face cover to outlet.,Outlet cover screws,1529884800,,,,5,3,POSITIVE
5,True,"03 11, 2015",A3MRBOTSDC64FV,B001CX4JSS,Nighttea Jorge,Works great.,Five Stars,1426032000,,,,2,2,POSITIVE
1,True,"09 8, 2014",A2AOWL9Q4PTPVI,B004SS8AMU,7adam7,Stopped working after 3 months of mild use. Not impressed. Not sure while all the positive reviews.,Dead after 3 months,1410134400,,{'Style Name:': ' Perfect Pet II'},,17,4,NEGATIVE
5,True,"11 7, 2014",A1Z71L9ONH23IZ,B004AF204K,David Webb,So handy for tying hoses together. Great for keeping my scuba regulator neatly stored.,Handy tape. Lots of uses.,1415318400,,"{'Color:': ' Black', 'Style:': ' 1-Pack'}",,14,5,POSITIVE
5,True,"10 16, 2015",A22FZKFO30WFO3,B00R5C8NQY,Roxann Johnson,There were no issues in regards to the audio transformer amd customer is pleased with the purchase.,Pleased with the audio transformer...,1444953600,,,,17,5,POSITIVE
5,True,"10 18, 2016",A2H8PVFTUZOL8H,B00CF49K4Q,Sandra,great!,Five Stars,1476748800,,,,1,2,POSITIVE
5,True,"03 21, 2014",A3EVPJYOKNORP,B004M1BO3U,busymom,"Had an old Sonicare that was always getting gunked up.  In fact, I had bought the old style Sonicare toothbrushes for the entire family but it was too disgusting to keep them clean as they collected water within the handle that turned moldy - eek.  This EasyClean toothbrush is sleeker and doesn't have the crevices to collect water.  It is clean and healthier for everyone.  Love the travel cases, too - very handy.",So much better than the old style Sonicare toothbrushes,1395360000,53,{'Format:': ' Health and Beauty'},,73,9,POSITIVE
3,True,"05 12, 2017",AWJTN0XXB91IK,B000EDKOLI,kayakowner,They are a little flimsy but others had already reported this so this one is on me.,Ok product,1494547200,,,,17,2,NEUTRAL
5,True,"04 7, 2017",A3QSRJ36FSA7JT,B00ZPZBLEO,Laura L. Beeman,Exactly as advertised.  My coffee table rolls perfectly,Five Stars,1491523200,,{'Color Name:': ' Black'},,8,2,POSITIVE
5,True,"03 28, 2017",A2LCI6D313FSZA,B01CFJY5XG,Georgia C. Walker,I bought these magnets to use on a magnetic painted message wall.  I could not pull them apart and had to call my 17 year old grandson to help me.  They are going to work great on the wall holding important messages and papers.  I put them on my frig well apart so they do t get stuck together.  I will probably order more if I can move them.  Ha!!!,Great magnet.,1490659200,,,['https://images-na.ssl-images-amazon.com/images/I/61-FZNpIptL._SY88.jpg'],70,2,POSITIVE
5,True,"09 28, 2017",A29BX6AK5CKL4I,B002YDJ25A,Blu-Bye-You,lets get nailing,Five Stars,1506556800,,,,3,2,POSITIVE
5,True,"12 16, 2017",A1YOPCVOQZX7CF,B00AZBIZTW,Peggy A Smith,"I LOVE this vacuum, it really sucks in a good way!!! After just one vacuuming the canister was FULL.  I had no idea my carpet was so dirty. Easy to use and empty.  I would DEFINATELY buy this again.",I LOVE this vacuum,1513382400,,"{'Color:': ' Purple', 'Style Name:': ' Vacuum Only'}",,39,4,POSITIVE
4,True,"06 1, 2018",A2867L6NH7RZXB,B01B39S9MM,Amazon Customer,Perfect for my backyard.,Four Stars,1527811200,,"{'Material Type:': ' Aluminum 6"" X 4.75""'}",,4,2,POSITIVE
5,True,"03 9, 2015",A30ZU7MDPRI4R8,B00C20FV78,Sam,Great to have if have a dongle to play with. This allowed me to attach my new dongle to a scanner antenna I already had in place. Makes for much better reception than the standard shorty 900 MHz antenna that comes with the dongle. That little antenna works but is very limited in coverage and can not be mounted outside. With this adapter that problem is solved.,Must have dongle adapter,1425859200,,,,67,4,POSITIVE
5,True,"07 6, 2015",A1EUM3BSZBCNFK,B000H9FWRK,Nathan Ludwig,"this is what you would expect from an aluminum 90 degree brace.

I'm using it to accent a white board with LED strip lighting and this is PERFECT.

They will ship it to you in a long mailer tube, about 60+ inches, so just beware of that, being in a large office building i didn't have any issues with this.

-Nate",Great!,1436140800,,,,61,1,POSITIVE
5,True,"07 13, 2015",A1A9MOHDD9V604,B00E945SJG,Rob Kerr,"This meter works just great.  Simple, big screen that's easy to read.  It's been working fine for months and I have no complaints.

Easy to use, as long as you follow the instructions.  The instructions are not a great translation to English, but readable enough to make out what the user is supposed to do to make the item work.

I don't have the ability to test whether it's accurate -- but the numbers it posts seem reasonable.","Works well, easy to use.",1436745600,3,,,78,5,POSITIVE
5,True,"04 2, 2018",A1X1FDF8A0EJM8,B0040802E2,Debra Fitzgerald,works perfectly for traveling with cases of wine,Five Stars,1522627200,,,,8,2,POSITIVE
3,True,"03 24, 2009",A2XLEVG4HE14CQ,B00007CW5I,Louis de Geofroy,This was the best price I found anywhere but if I was ordering for a working job instead of stock I would have been out of luck. Ordered 1/20 rcd. 3/13 and the three cases were condensed into 2 priority mail boxes.,Great price - when they finally got here,1237852800,,,,42,8,NEUTRAL
5,True,"12 8, 2012",A33Q15W3SB5N5F,B001Q4A8VK,Crista,"My kids (5 & 8 yrs.) love playing with these!  I first saw them in my son's preschool class and decided to find them for home, too.  Affords hours of creativity!",Very fun!,1354924800,,,,31,2,POSITIVE
2,True,"07 2, 2017",A33PAEV72IO2R0,B0060L4IXI,Rachel,unfortunately this is missing a part. there is two parts to this and i only have the base not the other eyelet that holds it together,unfortunately this is missing a part.,1498953600,,,,26,6,NEGATIVE
5,True,"12 26, 2014",A2G8KU8S77EH9X,B00GM4G5ZM,D,These work well.  I would tell my friends to get these.,Works well,1419552000,,,,11,2,POSITIVE
5,True,"05 8, 2015",A3UWXMVUYUBRD2,B00002ND4I,D. Cornell,"Use these to vacuum out pellet stove, after cooling of course, and they work great; no dust in the house.",Well sealed bag,1431043200,,{'Size:': ' 10-14 gal'},,20,3,POSITIVE
5,True,"01 12, 2014",A3G4JBFDDWLLOA,B00AU6Y6X6,john desch,"ive been using these to dump hot oil out of my cooking utensils,theyre made to with stand the heat ,so they stand up well, they do not suck",good stuff,1389484800,,,,28,2,POSITIVE
5,True,"03 15, 2015",A1WL3G6IW2MBIO,B004M1BO3U,turtle,Excellent. My gums are already pinker. I had never used a sonicaire before. It takes getting used to.,Five Stars,1426377600,,{'Format:': ' Health and Beauty'},,18,2,POSITIVE
5,True,"08 18, 2011",A32ITOL6J40QE0,B00BR1CNFQ,the-dark-knight,"NICE LITTLE VISE FOR SMALL JOBS IN THE SHOP , HOLDS UP WELL AS LONG AS YOU KNOW IT'S LIMITATIONS...",GOOD,1313625600,,"{'Style:': ' 6-12"" Woodworking'}",,20,1,POSITIVE
5,True,"12 10, 2016",A14GF3A5TP0Q9F,B01G96LB6U,Chris,Did the job,Very good,1481328000,,,,3,2,POSITIVE
5,True,"05 27, 2015",A372WZK5GTQQ75,B00COBZIOG,Patrick B. Manning,"Well made and solid, as expected from Pomona Electronics.  Stack easily, and also include a second banana-jack sized hole going crosswise, just behind the rear of the male plug, that permits another banana plug or meter probe to be inserted at 90 degrees to the axis of the plug body.",Excellent set of stacking banana plug leads,1432684800,,,,50,7,POSITIVE
5,True,"07 25, 2015",A3DXX60TZWW9H6,B00006WNQS,stefanie d,"Wow!  I was hesitant to but because it was so inexpensive, I was afraid it would be cheap. Was so  glad to be wrong. This brush is great!! My teeth feel so clean. It's easy to use and has a strong vibration but doesn't hurt my gums. Would give it 10 stars if I could",awesome,1437782400,,,,55,1,POSITIVE
1,True,"12 15, 2013",A35C31XW986KXH,B00QYX6F5G,MexFrank,"Did not work, not once!!
This product is chunk, save your money and order something else.
Looks very cheaply made too.",Did not work once.,1387065600,,,,21,4,NEGATIVE
5,True,"05 23, 2017",AR5DGFMC0US11,B00KFIGMN6,Bob Manley,I love it,Five Stars,1495497600,,,,3,2,POSITIVE
5,True,"04 13, 2016",AS7J4952JB5XR,B007B2AIZ2,JB123,Bearings are easily overlooked when doing basic bike maintenance.  Good quality bearings like these lower your wheels' rolling resistance resistance and increase longevity of your hubs.,High quality premium bearings.,1460505600,,,,26,4,POSITIVE
5,True,"07 11, 2016",A3GPWGUN92SIX6,B000051WTX,Chris,Ive been using these with the Rigid R6791. They have fed well and not caused any issues so far. When I have needed a loose screw they are easily removed by pushing the screw back out of the plastic strip. I will be purchasing more of these soon.,Will Purchase again,1468195200,,"{'Size:': ' 1-(1,000 per Box)'}",,48,3,POSITIVE
5,True,"09 23, 2016",A18D9PT2B7K34L,B00DIH099E,Amazon Customer,"great size to mail, store and gift",Five Stars,1474588800,,"{'Size:': ' (475) 10"" x 6"" x 3"" , 12-Pack'}",,7,2,POSITIVE
5,True,"07 28, 2016",AS7BKG7L5NFAL,B00SS0GS64,PC,Love it. Works great with my coconut and essential oils!,Five Stars,1469664000,,,,10,2,POSITIVE
1,True,"08 28, 2018",A3FPSGZ6L7L0PV,B01D2EWUCQ,Ashley Roberts,50 bucks later on adapter for ports. Then finally wired it up and it did not work.,Junk. Not worth the price,1535414400,,{'Size Name:': ' 10 Quart Double'},,17,5,NEGATIVE
5,True,"07 4, 2014",ALMUNZGSKYI94,B006ATU73A,Char Espo,SO FAR IT'S HOLDING.,Five Stars,1404432000,,,,4,2,POSITIVE
5,True,"12 31, 2017",A3IKP5VLGXM4XH,B00AEXKR4C,French Bulldog,"3M did it again!
Super light! Extremely well priced and it really & easily can replace many other tactical, etc ... glasses. And if you break or loose them, you can easily replace them for a price close to nothing!",3M did it again!,1514678400,,{'Size:': ' 1 Pack'},,40,4,POSITIVE
5,True,"08 3, 2013",A2Y6HA946QKY7Q,B004HKITWU,Amanda Brown,"it is what it is, and it's alot cheaper here than at tractor supply and so is the chain boo",yup,1375488000,,"{'Size Name:': ' #40', 'Style:': ' Connector Link'}",,20,1,POSITIVE
5,True,"04 23, 2018",A2DQP8U7FSPEJK,B01HDDW6GC,ricknstl,Worked well...,Five Stars,1524441600,,,,2,2,POSITIVE
5,True,"07 19, 2014",AXXULQIHJ6Z7C,B000HHQ7SK,Beth Crowell,Came really fast and is superior quality,Five Stars,1405728000,,{'Style:': ' 70-Gallon Tank'},,7,2,POSITIVE
5,True,"04 6, 2014",A2CW4L6CU14WD1,B008PEMR0O,Beverley,"Very good action, teeth feel nearly professionally cleaned 6 weeks after my dental visit.  I do not use any of the optional settings, and I have only tried the brush head that came with it.  Charge lasts a long time, and the section for storing additional heads is optional, so without that the charger footprint is small.  It is somewhat noisy but is very effective.",feels almost like professional cleaning,1396742400,,,,65,5,POSITIVE
1,True,"11 29, 2017",A3DJN9ZGW80O1F,B00KX9ONJM,A. I.,False advertisement. Each roll only 375 feet.,One Star,1511913600,,{'Size:': ' 4 pack'},,7,2,NEGATIVE
3,True,"10 5, 2013",A1RFPIZZ8R1UL1,B000GGTSGK,L. Stanford,"I purchased this toothbrush because it was highly rated in a catalog and I was trying to brush all the surfaces of my toddler's teeth with the least amount of stress. It didn't work well. It's difficult to get it in the right position in your mouth, and even tthen i wasn't impressed with it's cleaning. The most disturbing thing is that the brushes are EXTREMELY difficult to clean after brushing.
I wouldn't buy it again.",Not as good as it looks,1380931200,,,,76,6,NEUTRAL
5,True,"11 22, 2016",AA49351G0Z3NK,B00C351GBC,Jennifer A. Granquist,"One of my favorite vacuums ever! From room to room with no cord. Light, pivoting head, good suction even with two German Shepherds!",Great addition!,1479772800,,{'Color:': ' White'},,23,2,POSITIVE
5,True,"05 7, 2015",A1V35R8RQF9O3Y,B00EXLRW5S,C Goodweather,This was a decent price for the selection of tubes I got. I've already patched a number of frayed cables and spliced in additional cabling for my projects.,Shrinks and holds well,1430956800,,{'Color:': ' 5 Color'},,28,4,POSITIVE
1,True,"01 7, 2015",A3F5IOM22MY0NF,B002BBICBK,Jeff Carpenter,Did NOT come with 10 bearings. Only one came.,"Paid for 10, only got one. Lame.",1420588800,,,,9,7,NEGATIVE
2,True,"01 8, 2018",A2TJ4B2FTWVD0X,B00C4TQQW6,Amazon Customer,"Great concept; however, the plastic buckle broke a few hours into its FIRST use.  Too much hassle to fiddle with a return,.
If the components were metal, then the product would be perfect and would would purchased more than one!",Broke on first day of use!,1515369600,,,,40,6,NEGATIVE
5,True,"12 30, 2016",A2CM3HLOQOMC6W,B0002YTM30,Jon A. Wish,"Works like a charm. Forget pressure sensors and such for initiating your duct fan booster. Power the relay coil with the same 24vac that powers your heat pump compressor relay. Then when your compressor kicks on and actually begins to heat/cool, your booster fan will come on same timing.",works like a charm,1483056000,,"{'Size:': ' 1 A Load Current, 24 V Coil Voltage, Single Pole Double Throw Contacts'}",,49,4,POSITIVE
5,True,"01 25, 2018",A14B4MJ7KZE63B,B00JHKTDMA,The Youngs,"This stuff is SOOOOO much better than the fuzzy hook and loop... this is just a tougher, stronger attachment.  Self stick.  Sticks to just about anything solid.  I keep this on hand... just like duct tape.  It's just a tool box necessity..  duct tape, zip ties and this stuff.",reclosable fastener,1516838400,,{'Size:': ' 1 in x 10 Ft'},,49,2,POSITIVE
5,True,"01 3, 2014",A1KYOYA6RU07U,B000INSJKC,Ian Marsh,"Got this for my dad to replace our rope deer hoist. 1 ton is definitely more lifting power than we need, but the chain hoist works super well. Careful when you unbox it because there is oil that might spill out! 5/5 for sure.",Great Value,1388707200,,,,44,2,POSITIVE
5,True,"05 25, 2015",AKPET4JNM2EP6,B00CW2RB3I,peter,Great product,Five Stars,1432512000,,,,2,2,POSITIVE
5,True,"12 1, 2016",A2M9RRUXYEPABN,B00DMI632G,Jesse,works good!,Useful tool,1480550400,,{'Style Name:': ' lasergrip 1022'},,2,2,POSITIVE
5,True,"08 4, 2016",A2LYIJE4ZI6GY,B00BKFHTSA,Ed S.,Excellent,Five Stars,1470268800,,"{'Size:': ' 1/2"" NPT Female'}",,1,2,POSITIVE
5,True,"08 8, 2016",A38KYLCYUNO2C0,B0050GWAVG,Andrew Lethco,Worked As Described,Five Stars,1470614400,,,,3,2,POSITIVE
5,True,"08 14, 2016",A3BQGZI7RM8OMY,B00S7TK40C,SONNY. Pierce,Great,Five Stars,1471132800,,,,1,2,POSITIVE
5,True,"04 6, 2013",A2WHLY0O38I1EX,B004C4WPXA,jonthesloth,"Have had no problems with this, and even a year and a half later, no issues, ever. Never had to unplug it and plug it back in, or anything like that. It just works. A+",Does what it says,1365206400,,,,35,4,POSITIVE
5,True,"03 28, 2018",A2QUSYDQ0NG7SX,B00E1MLU5M,Vera Mayhak,Was just what we needed,Five Stars,1522195200,,,,5,2,POSITIVE
5,True,"12 9, 2014",AYXKARACEMT6Q,B007KQAB5Q,MD,Excellent quality. Arrived quickly,nice,1418083200,,,,4,1,POSITIVE
5,True,"03 7, 2016",ADM9Y1WKLANY,B0013BKDO8,cybercrabman,"I use this in my basement, to know how well my dehumidifier is working.",Five Stars,1457308800,,{'Color:': ' Black/Silver'},,14,2,POSITIVE
5,False,"10 14, 2014",A3LOP5M98INE96,B0069TW6BW,jim,Works exactly as advertised,Five Stars,1413244800,,,,4,2,POSITIVE
2,False,"09 18, 2017",AJ68F5QP3GK5S,B0185SOLJO,CHRISTINA,"I thought that it would do a great job cleaning my chairs that get very dusty and dirty out here in the middle of the hop fields. I mean it cleaned okay the first time but there was no protection. I could use water to do the same job.  I would not purchase this again and have not used it again.

I received this item for my honest opinion and was not compensated.",nothing to write home about,1505692800,,,,73,5,NEGATIVE
5,False,"01 4, 2017",A32M0PHYUBIXG5,B00KSKY0XU,Todd Hurley,Just right for all kind of tasks,Five Stars,1483488000,,"{'Color Name:': ' Black', 'Size Name:': ' 12-inch, 1 Pack'}",,7,2,POSITIVE
5,True,"10 27, 2017",ALLXLL5QPWZPG,B00837ZGRY,A Customer,"Works on most surfaces, seems to be reasonably accurate for the price.",Five Stars,1509062400,,{'Style Name:': ' lasergrip 774'},,12,2,POSITIVE
4,True,"06 22, 2015",A1FP3WW2G9PU78,B00C1M6B1C,Valada E. Bolster,Can I pump salt water with pump,Four Stars,1434931200,,,,7,2,POSITIVE
5,True,"07 17, 2016",A2VI10NF5R5BUD,B00028PDO8,blondegirl,"Arrived right on time,the directions were understandable,and easy to follow. I liked the quick test results too!",and easy to follow,1468713600,,{'Package Quantity:': ' 1'},,17,4,POSITIVE
1,True,"06 12, 2018",A1C0XA8SL5SQ6I,B0159JLOCE,David K.,Flimsy and poor quality.  Get a better rail.,One Star,1528761600,,{'Size:': ' 9.8x1.38x0.27inch(L*W*H) 4 Pcs'},,8,2,NEGATIVE
5,True,"01 31, 2016",AENTKWQNVMRWB,B005KMDV9A,Maria R.,Love using this vaccum. Attachments work well. Easy to use.,Five Stars,1454198400,,,,10,2,POSITIVE
1,True,"02 12, 2015",AU8C3OTWR5SCZ,B00JIKMBDW,Shuai Da,There are only 4 pack in it!,One Star,1423699200,2,,['https://images-na.ssl-images-amazon.com/images/I/71ZYHMJ+ERL._SY88.jpg'],7,2,NEGATIVE
5,True,"09 27, 2015",AA6DCFG4Q3DM0,B00BUTIASY,Uploader,Amazing for the price!,Amazing price!,1443312000,,{'Color:': ' Green'},,4,2,POSITIVE
5,True,"11 17, 2015",A2YYSC996K6NGZ,B00GOQYB4A,Debra Hagen,Terrific product,Five Stars,1447718400,,,,2,2,POSITIVE
5,False,"07 14, 2016",AUPENEUAUZP6M,B010LXUCFI,David N,"<div id=""video-block-R2IECA83IO6W7S"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/91ELvLN9KyS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/9165JtKLu3S.png"" class=""video-slate-img-url"">&nbsp;This is a simple inexpensive device that makes tracing any conductive material long distances very easy.
It has plugs for phone, ethernet, and BNC, but also comes with an alligator clip adapter, that can be used to trace any wire.
The video i uploaded is the simplest way do demonstrate how it works.  Make sure to turn your volume on for the video.",Easy to use network tracer,1468454400,,,['https://images-na.ssl-images-amazon.com/images/I/61ioTKq090L._SY88.jpg'],76,5,POSITIVE
5,True,"11 8, 2017",A30BR5FR0SPE63,B018YT1PTI,Sheri M,Excellent quality and easy to install.  Well worth the money to ensure my Dad's safety.,Ensures safety!,1510099200,,"{'Color Name:': ' Black, 10 PACK', 'Size Name:': ' 6 inch By 24 inch'}",,15,2,POSITIVE
5,True,"02 7, 2017",A1BD1VA6IGN709,B01DZRL3IW,KathyS,as desribed,Five Stars,1486425600,,"{'Size:': ' 2-Inch 25-Yard', 'Color:': ' White'}",,2,2,POSITIVE
5,True,"08 10, 2016",AGUQ44HFGUH5M,B019BORJA4,Tamas R Peredy MD,excellent,Five Stars,1470787200,,{'Size:': ' 1 Scoop'},,1,2,POSITIVE
5,True,"02 26, 2015",A1R90XTQPPY9EL,B00ICS73N4,High Desert Rat,"These steel sheets have a mirror like finish. I clipped off the corners and fit the steel sheet into a GI duffel bags.  I attached wheels and a frame. For a fraction of the cost of a rolling duffel luggage I have ""luggage"" that's easy to roll around and carry a lot of stuff. The duffel will roll down the aisle of a public bus.","Sturdy, Strong Base",1424908800,5,,,65,3,POSITIVE
5,True,"12 28, 2014",A3ISJ9WQG2A2JD,B005IQTSE0,Angelita,item was what I ordered,made from good material,1419724800,,,,5,4,POSITIVE
1,True,"01 6, 2017",A1VEBYBI5JAXDE,B00N582CBY,Dondy_agu,"Does not work...
Its a rip off...",Does not work... Its a rip off ...,1483660800,,,,7,8,NEGATIVE
5,True,"02 10, 2018",A37HZQRK8FIFR5,B01DMGKWBU,Jasper5425,Really needed a syringe that would be helpful in treating a horse with Lyme's disease and doxycycline. Using doxy and applesauce really junks up syringes but these lasted a little longer and are a great buy for the money!,These were a lifesaver,1518220800,,{'Size:': ' 10 60ml Syringes'},,39,4,POSITIVE
5,True,"02 1, 2016",A127NG43GBLZLZ,B00WTE6ZL8,Cal,Very Good.,Five Stars,1454284800,,,,2,2,POSITIVE
5,True,"08 15, 2016",A52QAD1RU6KE9,B000HLEYYK,Dominique a Goldbar,"Fantastic, exactly as advertised and delivered far sooner than anticipated!",Five Stars,1471219200,,,,10,2,POSITIVE
5,True,"08 2, 2015",AL94Q6JLP2JDP,B001FZOCCG,Anna Schambers,Very convenient.,Handy tool to have around,1438473600,,{'Color:': ' BLUE'},,2,5,POSITIVE
4,True,"07 25, 2013",A1EY5N47PKUVFU,B001C0ZPNO,Nexus,I purchased this pair of caliper for reloading metallic cartridges.  It feels like a well built tool and seems very accurate.  Nothing on the caliper flexes like some of the cheaper plastic calipers I handled so the measurements are always spot on.  So far it's still running on the same batter it shipped with.  I set the zero on the caliper the day I received them and it's held the zero so far without any need to reset it.,My first pair of calipers,1374710400,5,,,79,5,POSITIVE
5,True,"05 18, 2018",AFF6SS3F0F5QL,B000BQMRU4,robert t.,"they work, what else can you say?","they work, what else can you say?",1526601600,,,,7,7,POSITIVE
5,True,"05 19, 2016",A30LQAWPIQUF62,B000H9JSA2,Nathan Riddle,"Good product, works as intended/expected.","Good product, works as intended/expected.",1463616000,,,,5,5,POSITIVE
5,True,"04 11, 2014",A3D745XR2BSH70,B00FY7QIIM,A. Piro,"Great deal.  Compact, nice case.  2 valves, 2 masks (adult +pedi), 1 set gloves, 1 alcohol prep pad, 1 sm folded instruction/care sheet.  Could fit lots of other things in bag if you wanted.  I threw a pen light in there...could fit a dozen. Rear has a velcro loop and hook for creative carrying options.",Great deal,1397174400,5,,,55,2,POSITIVE
5,True,"04 23, 2015",A4ZLNEXRZ8ZV0,B000FSIV6M,istein,"I got this for my 5 year old who wants to be a doctor. Way, way better than a plastic toy, and she feels that much more like a real doctor when she uses it. And probably cheaper than a plastic toy that doesn't even work!",Awesome learning tool for my daughter,1429747200,,{'Color:': ' PINK'},,46,6,POSITIVE
4,True,"11 21, 2014",A36BMEGD02K947,B00ANYYY5U,jerry conley,They work better than any glove I have used but on occasion tear easily...I still buy and use them,better than most,1416528000,,"{'Size:': ' L', 'Flavor:': ' 100/Box'}",,19,3,POSITIVE
5,True,"07 2, 2016",A3GBTLQMGWQZ7Z,B00DIJ0W30,Jesse,I tried it 3 different times and the color never changed on the strip indicating our water softener must be working correctly. I'll take the strips word for it. I guess the water must be soft.,I believe it works,1467417600,,,,36,4,POSITIVE
5,True,"04 1, 2016",A25KAWJE80DHJZ,B00FHFV9AI,optic nerve,"Perfect! Item exactly as descrobed, gives wondrous roygbiv colors!",Great prism!,1459468800,,,,9,2,POSITIVE
5,False,"12 9, 2015",A17XPA0ZWTP8R2,B007Y8UX80,Sharm,Nice quality.,Five Stars,1449619200,,{'Number of Items:': ' 6'},,2,2,POSITIVE
5,True,"08 11, 2016",A05467882E05R82HOCOI,B0013HT2QW,Mirian,Great for cleaning your glasses,Five Stars,1470873600,,,,5,2,POSITIVE
2,False,"12 10, 2015",A2BXRY574H0JM3,B0070YPDDS,Vivian P.,"Mine works great, my boyfriend got one also and his arrived not working.",Two Stars,1449705600,,,,13,2,NEGATIVE
4,False,"05 1, 2016",A2IVBV19014JUV,B000BQYBVW,Amazon Customer,just what I asked for,Four Stars,1462060800,,,,5,2,POSITIVE
5,True,"11 21, 2016",A34NRUIKYD67V3,B01G96LB6U,jakk,"Very strong magnets with hooks, which is pretty much what I was looking for, therefor, 5 stars.",does what it's supposed to do.,1479686400,,,,17,6,POSITIVE
5,False,"08 28, 2014",AEXNJUTT1I2XK,B005C49J92,Sebastian C,Excelente producto,Five Stars,1409184000,,,,2,2,POSITIVE
5,True,"06 7, 2015",AKAMKEGZ4LKH1,B0002E1I6Y,Robert Baruffa,Well built all you have to do is install the two large wheels and put it to work. Can't get any better than that.,Compact and strong.,1433635200,,{'Style:': ' R2RT'},,24,3,POSITIVE
5,True,"07 25, 2016",A377NZXDFW65QU,B000JJPA66,PVeltkamp,"Great wire ""nut""!  (Watch out for the levers to not pinch your fingers.)",Five Stars,1469404800,,{'Size:': ' 50PCS'},,13,2,POSITIVE
5,True,"08 31, 2013",A1MNQORDN7RSQ3,B0011YY9YM,daniel gladden,Very good product.  just let dry before using.  Need conductive gel to save a ton of money instead of buying new electrodes all the time.  They lose their sticky easily.,effective and needed,1377907200,,{'Package Quantity:': ' 1'},,30,3,POSITIVE
2,True,"05 12, 2016",ADN47IZR3ATF7,B001LQWHO4,JMDog,"Super small.. strong magnets for the size, but not strong enough to hang many things on it..",A bit too small,1463011200,,,,17,4,NEGATIVE
5,True,"04 1, 2016",A3JGIXQPX65TGJ,B00MJVKKKI,Dr Mike,Good quality connectors. I'm using it for a model RR layout to have quick release connections to a control panel.,Excellent,1459468800,,{'Size:': ' Total 26cm 10 pairs'},,20,1,POSITIVE
5,True,"10 3, 2016",A2TVSXEVO55SVJ,B01DA6X0E8,dcmenina,"This stuff is a miracle. I feel like Macgyver with it, it can literally fix anything!",I feel like Macgyver with it,1475452800,,{'Size Name:': ' 1 Pack'},,16,6,POSITIVE
5,True,"03 9, 2017",A2JB00PPBDQQYJ,B003A6AW5O,ralph,well made,Five Stars,1489017600,,"{'Size:': ' R -- Inches (1.97"" x 1.97"" x 0.79"") mm (50mm x 50mm x 20mm)', 'Color:': ' Black'}",,2,2,POSITIVE
